8.800000000000000000e+01,4.600000000000000000e+01,4.978790000000000049e+00
1.050000000000000000e+02,4.606000000000000227e+01,4.956889999999999574e+00
1.520000000000000000e+02,4.607000000000000028e+01,4.918210000000000193e+00
8.700000000000000000e+01,4.595000000000000284e+01,5.012310000000000265e+00
1.600000000000000000e+02,4.596999999999999886e+01,5.030300000000000438e+00
9.000000000000000000e+01,4.599000000000000199e+01,4.964129999999999932e+00
2.790000000000000000e+02,4.596000000000000085e+01,4.908330000000000304e+00
1.400000000000000000e+02,4.599000000000000199e+01,4.964430000000000121e+00
1.850000000000000000e+02,4.596000000000000085e+01,4.905280000000000307e+00
1.350000000000000000e+02,4.607000000000000028e+01,5.042190999999999867e+00
1.200000000000000000e+02,4.597999999999999687e+01,4.937511981512808568e+00
5.900000000000000000e+01,4.599000000000000199e+01,4.951990000000000336e+00
1.500000000000000000e+02,4.596000000000000085e+01,5.038330000000000197e+00
8.900000000000000000e+01,4.595000000000000284e+01,5.013250000000000206e+00
3.500000000000000000e+02,4.599000000000000199e+01,4.999609999999999665e+00
2.750000000000000000e+02,4.592999999999999972e+01,4.970106000000000357e+00
2.750000000000000000e+02,4.597999999999999687e+01,4.938469999999999693e+00
4.800000000000000000e+01,4.597999999999999687e+01,4.926610000000000156e+00
1.500000000000000000e+02,4.599000000000000199e+01,4.957080000000000375e+00
7.420000000000000000e+02,4.603000000000000114e+01,4.833309999999999995e+00
2.300000000000000000e+02,4.603000000000000114e+01,4.833490000000000286e+00
6.400000000000000000e+02,4.597999999999999687e+01,4.935151987399041928e+00
2.100000000000000000e+02,4.603999999999999915e+01,4.876120000000000232e+00
1.530000000000000000e+02,4.596000000000000085e+01,4.874579999999999913e+00
4.900000000000000000e+01,4.600999999999999801e+01,4.943579999999999863e+00
1.060000000000000000e+02,4.600999999999999801e+01,4.893930000000000113e+00
1.260000000000000000e+02,4.603000000000000114e+01,4.891879999999999562e+00
7.500000000000000000e+01,4.600999999999999801e+01,4.890920000000000378e+00
5.500000000000000000e+01,4.600999999999999801e+01,4.891110000000000291e+00
2.400000000000000000e+02,4.602000000000000313e+01,4.914710000000000356e+00
2.320000000000000000e+02,4.602000000000000313e+01,4.890889999999999738e+00
1.180000000000000000e+02,4.600999999999999801e+01,4.882620000000000182e+00
1.510000000000000000e+02,4.600000000000000000e+01,4.897636999999999574e+00
1.490000000000000000e+02,4.600000000000000000e+01,4.885119999999999685e+00
1.200000000000000000e+02,4.600999999999999801e+01,4.931219999999999715e+00
8.200000000000000000e+01,4.602000000000000313e+01,4.894400000000000084e+00
1.090000000000000000e+02,4.600999999999999801e+01,4.881219999999999892e+00
1.450000000000000000e+02,4.600000000000000000e+01,4.896469999999999878e+00
6.400000000000000000e+01,4.599000000000000199e+01,4.836389999999999745e+00
1.150000000000000000e+02,4.600000000000000000e+01,4.863629999999999676e+00
2.650000000000000000e+02,4.600000000000000000e+01,4.906990000000000407e+00
1.750000000000000000e+02,4.600999999999999801e+01,4.856930000000000192e+00
8.800000000000000000e+01,4.602000000000000313e+01,4.893589999999999662e+00
1.950000000000000000e+02,4.602000000000000313e+01,4.883060000000000400e+00
1.200000000000000000e+02,4.600999999999999801e+01,4.866460000000000008e+00
2.700000000000000000e+02,4.599000000000000199e+01,4.894840000000000302e+00
1.110000000000000000e+02,4.600999999999999801e+01,4.854460000000000441e+00
1.700000000000000000e+02,4.602000000000000313e+01,4.893979999999999997e+00
1.210000000000000000e+02,4.600999999999999801e+01,4.896709999999999674e+00
1.150000000000000000e+02,4.602000000000000313e+01,4.894459999999999589e+00
3.000000000000000000e+02,4.600999999999999801e+01,4.887489999999999668e+00
1.190000000000000000e+02,4.600999999999999801e+01,4.858749999999999680e+00
5.150000000000000000e+02,4.600999999999999801e+01,4.886040000000000383e+00
1.220000000000000000e+02,4.600999999999999801e+01,4.873479999999999812e+00
3.850000000000000000e+02,4.600999999999999801e+01,4.909629999999999939e+00
3.250000000000000000e+02,4.602000000000000313e+01,4.882109999999999950e+00
1.820000000000000000e+02,4.599000000000000199e+01,4.887089999999999712e+00
8.800000000000000000e+01,4.600000000000000000e+01,4.852339999999999876e+00
8.800000000000000000e+01,4.602000000000000313e+01,4.855739999999999945e+00
1.036000000000000000e+03,4.600000000000000000e+01,4.873160000000000380e+00
1.300000000000000000e+02,4.602000000000000313e+01,4.833070000000000199e+00
1.620000000000000000e+02,4.602000000000000313e+01,4.900000000000000355e+00
1.610000000000000000e+02,4.602000000000000313e+01,4.900000000000000355e+00
1.050000000000000000e+02,4.600000000000000000e+01,4.910820000000000185e+00
1.370000000000000000e+02,4.602000000000000313e+01,4.896569999999999645e+00
9.500000000000000000e+01,4.600999999999999801e+01,4.920279999999999987e+00
2.000000000000000000e+02,4.600000000000000000e+01,4.898439999999999905e+00
9.110000000000000000e+02,4.600999999999999801e+01,4.920550000000000423e+00
1.250000000000000000e+02,4.600000000000000000e+01,4.896160000000000068e+00
9.500000000000000000e+01,4.600999999999999801e+01,4.897499999999999964e+00
2.250000000000000000e+02,4.602000000000000313e+01,4.877130000000000187e+00
2.310000000000000000e+02,4.600000000000000000e+01,4.901869999999999727e+00
2.390000000000000000e+02,4.600000000000000000e+01,4.893229999999999968e+00
2.200000000000000000e+02,4.600999999999999801e+01,4.857389999999999652e+00
1.000000000000000000e+02,4.600000000000000000e+01,4.909259999999999735e+00
3.950000000000000000e+02,4.600999999999999801e+01,4.988450000000000273e+00
2.320000000000000000e+02,4.600999999999999801e+01,4.876479999999999926e+00
